Shim_ID,FHFC_Key,HUD_REMS,Public_Housing_Development#,Florida_DOR_Parcel,Development_Name,Street_Address,City,State,Zip_Code,County,Housing_Program(s),Total_Units,Assisted_Units,HUD/RD_Rental_Assistance_Units,FHFC_Funded,HUD_Multifamily_Funded,HUD_Public_Housing_Funded,RD_Funded,LHFA_Funded,Target_Population,Occupancy_Status,Affordability_Start_Date,Year_built_(property_appraiser),Owner_Type,Overall_year_of_subsidy_expiration,Latitude,Longitude,Census_Tract,Census_Block_Group,Number_of_0_BR,Number_of_1_BR,Number_of_2_BR,Number_of_3_BR,Number_of_4_or_more_BR
1526,-,800037723,-,0452980000R,ROOSEVELT GARDENS,702 N Lincoln Ct,Jacksonville,Florida,32209,Duval,Refi Section 221(d)(4) MR;Rental Assistance/HUD,206,205,205,-,x,-,-,-,Family,Ready for Occupancy,1986,1949,For-Profit,2031,30.35270624,-81.66495179,1500,5,not avail.,not avail.,not avail.,not avail.,not avail.
174,-,800004066,-,1266460000R,SABLE PALMS APARTMENTS,2150 EMERSON RD,Jacksonville,Florida,32207,Duval,Rental Assistance/HUD,200,200,200,-,x,-,-,-,Family,Ready for Occupancy,1971,1969,Limited Dividend,2020,30.28349196,-81.64124964,16300,2,-,12,100,80,8
555,-,800004440,-,1451780020R,SILVER CREEK APARTMENTS,300 SILVER CREEK TRACE,Jacksonville,Florida,32216,Duval,Rental Assistance/HUD,152,145,145,-,x,-,-,-,Family,Ready for Occupancy,1972,1972,For-Profit,2024,30.30996733,-81.56563379,15802,1,not avail.,not avail.,not avail.,not avail.,not avail.
1540,-,800004445,-,1268520000R,SOUTHSIDE APTS,2301 Westmont St,Jacksonville,Florida,32207,Duval,Rental Assistance/HUD,74,74,74,-,x,-,-,-,Family,Ready for Occupancy,1973,1957,For-Profit,2031,30.29930334,-81.63968313,600,2,-,-,74,-,-
1671,-,800004448,-,0542950000R,SPRINGFIELD RESIDENTIAL ONE,1407 JEFFERSON ST,Jacksonville,Florida,32209,Duval,Rental Assistance/HUD,51,51,51,-,x,-,-,-,Family,Ready for Occupancy,1974,1952,For-Profit,2017,30.34208258,-81.6628028,1600,1,-,22,16,13,-
1750,2804,800004465,-,0739860000R,STEVENSDUVAL APARTMENTS,601 N Ocean St,Jacksonville,Florida,32202,Duval,Extremely Low Income;Housing Credits 4%;Rental Assistance/HUD;SAIL;State Bonds,52,52,52,x,x,-,-,-,Elderly;Family;Link,Ready for Occupancy,1981,1907,For-Profit,2065,30.33075046,-81.65506374,1000,3,8,40,4,-,-
1890,-,800004473,-,0616670000R,SUNDALE MANOR,3505 CORBY ST,Jacksonville,Florida,32205,Duval,Rental Assistance/HUD;Section 207/223(f),90,90,90,-,x,-,-,-,Elderly,Ready for Occupancy,1982,1983,Non-Profit,2032,30.31056484,-81.7141719,2501,3,-,85,5,-,-
2211,-,800065482,-,1500480500R,San Jose I,3630 GALICIA ROAD,Jacksonville,Florida,32217,Duval,Rental Assistance/HUD;Section 202 Capital Advance,50,50,50,-,x,-,-,-,Elderly,Ready for Occupancy,1999,1999,Non-Profit,2039,30.25018734,-81.62406469,16604,1,-,50,-,-,-
2214,-,800065488,-,1500481000R,San Jose II,3622 Galicia Rd,Jacksonville,Florida,32217,Duval,Rental Assistance/HUD;Section 202 Capital Advance,49,49,49,-,x,-,-,-,Elderly,Ready for Occupancy,1999,1999,Non-Profit,2040,30.25015381,-81.62522077,16604,1,-,49,-,-,-
3070,-,800112344,-,1029169000R,THE ENCLAVES APARTMENTS,2250 JAMMES ROAD,Jacksonville,Florida,32210,Duval,Rental Assistance/HUD;Section 811 Capital Advance,18,17,17,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2002,2003,Non-Profit,2042,30.2754328,-81.74879668,12602,2,not avail.,not avail.,not avail.,not avail.,not avail.
3094,1426,800004513,-,1031780000R,TIMUQUANA PARK APARTMENTS,5615 SEABOARD AVE,Jacksonville,Florida,32244,Duval,Housing Credits 4%;Local Bonds;Rental Assistance/HUD,100,100,100,x,x,-,-,x,Family,Ready for Occupancy,1981,1981,For-Profit,2056,30.24522854,-81.72918884,13402,1,-,28,56,16,-
2025,1544,800003920,-,0807370000R,TOWERS OF JACKSONVILLE,1400 LEBARON AVENUE,Jacksonville,Florida,32207,Duval,Housing Credits 4%;Rental Assistance/HUD;Section 236;State Bonds,194,185,151,x,x,-,-,-,Elderly,Ready for Occupancy,1972,1972,For-Profit,2046,30.31190557,-81.66389202,800,2,not avail.,not avail.,not avail.,not avail.,not avail.
2018,-,800004517,-,0982781100R,TREETOP APARTMENTS,6355 MORSE  AVENUE,Jacksonville,Florida,32244,Duval,Rental Assistance/HUD,172,171,171,-,x,-,-,-,Family,Ready for Occupancy,1979,1979,For-Profit,2030,30.22727735,-81.74574701,13521,1,not avail.,not avail.,not avail.,not avail.,not avail.
1537,2557,800004527,-,0548210020R,UNIVERSITY PLAZA,719 VENUS MARS COURT,Jacksonville,Florida,32209,Duval,Housing Credits 9%;Rental Assistance/HUD;Section 542,120,120,120,x,x,-,-,-,Family;Link,Ready for Occupancy,1974,1955,For-Profit,2064,30.350611,-81.665083,1500,5,-,-,120,-,-
2028,-,800037900,-,0299300000R,WASHINGTON HEIGHTS,4229 Moncrief Rd W,Jacksonville,Florida,32209,Duval,Rental Assistance/HUD,200,200,200,-,x,-,-,-,Family,Ready for Occupancy,1968,1969,For-Profit,2017,30.38943165,-81.71502133,11300,1,-,-,96,104,-
1662,-,800004570,-,0548210020R,WEBER 5B APARTMENTS,719 Venus Mars Court,Jacksonville,Florida,32209,Duval,Rental Assistance/HUD,28,28,28,-,x,-,-,-,Family,Ready for Occupancy,1981,1955,For-Profit,2031,30.350611,-81.665083,1500,5,-,-,28,-,-
1992,-,800004574,-,0138520030R,WESTGATE APARTMENTS,5202 LA VENTURA DR E,Jacksonville,Florida,32210,Duval,Rental Assistance/HUD,168,167,167,-,x,-,-,-,Family,Ready for Occupancy,1980,1980,For-Profit,2020,30.250327,-81.768363,12800,4,not avail.,not avail.,not avail.,not avail.,not avail.
1745,-,800004581,-,0124190000R,WILSON WEST APARTMENTS,7855 Wilson Blvd,Jacksonville,Florida,32210,Duval,Refi Section 221(d)(4) MR;Rental Assistance/HUD,50,50,50,-,x,-,-,-,Family,Ready for Occupancy,1983,1983,For-Profit,2033,30.27127745,-81.77876467,12703,2,-,15,-,35,-
177,-,800004021,-,1775560030R,PABLO HAMLET,1600 SHETTER AVE,Jacksonville Beach,Florida,32250,Duval,Rental Assistance/HUD;Section 207/223(f),104,104,104,-,x,-,-,-,Elderly,Ready for Occupancy,1980,1980,Non-Profit,2035,30.285612,-81.408759,14204,3,-,94,10,-,-
925,-,800004347,-,1756040000R,PABLO TOWERS,115 S 3RD ST,Jacksonville Beach,Florida,32250,Duval,Rental Assistance/HUD,199,168,168,-,x,-,-,-,Elderly,Ready for Occupancy,1972,1973,Non-Profit,2036,30.28699607,-81.39083686,14202,1,not avail.,not avail.,not avail.,not avail.,not avail.
705,-,800003960,-,065N304440000001,CENTURY WOODS APARTMENTS,20 W Highway 4,Century,Florida,32535,Escambia,Rental Assistance/HUD;Section 515,36,36,36,-,x,-,x,-,Family,Ready for Occupancy,1984,1984,For-Profit,2034,30.97125259,-87.26815746,4000,4,-,-,24,12,-
7020,-,800219384,-,091S294006000000,AHEPA 296,3835 Creighton Rd,Pensacola,Florida,32504,Escambia,Rental Assistance/HUD;Section 202 Capital Advance,50,50,50,-,x,-,-,-,Elderly,Ready for Occupancy,2008,2008,Non-Profit,2048,30.49711806,-87.17232266,1104,4,-,50,-,-,-
1779,-,800003995,-,372S311201002001,CERNY VILLAGE APARTMENTS,5227 CERNY RD,Pensacola,Florida,32526,Escambia,Rental Assistance/HUD,60,60,60,-,x,-,-,-,Family,Ready for Occupancy,1980,1980,Non-Profit,2016,30.44824411,-87.31865515,3306,2,-,16,28,16,-
446,-,800004016,-,301S307902001016,COLLEGE TRACE APTS,813 BLOODWORTH LN,Pensacola,Florida,32504,Escambia,Refi Section 221(d)(4) MR;Rental Assistance/HUD,112,111,111,-,x,-,-,-,Elderly,Ready for Occupancy,1983,1983,For-Profit,2017,30.4986237,-87.21950236,1202,2,not avail.,not avail.,not avail.,not avail.,not avail.
1843,-,800004078,-,122S311403000001,FAIRFIELD VILLAGE,601 N FAIRFIELD DR,Pensacola,Florida,32506,Escambia,Rental Assistance/HUD,72,72,72,-,x,-,-,-,Elderly,Ready for Occupancy,1981,1981,Non-Profit,2016,30.41848119,-87.31836333,2704,1,-,33,31,8,-
2039,-,800004566,-,502S304590000001,FOREST CREEK APARTMENTS,34 Patton Dr,Pensacola,Florida,32507,Escambia,Rental Assistance/HUD,200,200,200,-,x,-,-,-,Family,Ready for Occupancy,1981,1977,For-Profit,2030,30.39501172,-87.28221604,2703,1,-,16,120,64,-
1999,-,800004146,-,242S311101004001,HARBOUR PLACE APARTMENTS,9742 HARBOUR PL,Pensacola,Florida,32506,Escambia,Refi Section 221(d)(4) MR;Rental Assistance/HUD,68,68,68,-,x,-,-,-,Family,Ready for Occupancy,1983,1983,For-Profit,2034,30.40035505,-87.35360368,2701,1,-,20,48,-,-
1584,-,800004158,-,172S301000001020,HERNANDEZ HOUSE,2002 N. 'H' Street,Pensacola,Florida,32501,Escambia,Rental Assistance/HUD;Section 202 Direct Loan,6,6,6,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1981,1975,Non-Profit,2021,30.43226226,-87.23327763,1800,1,-,6,-,-,-
1588,-,800004233,-,172S301000002033,LAKEVIEW PLACE,1435 W JORDAN ST,Pensacola,Florida,32501,Escambia,Rental Assistance/HUD;Section 202 Direct Loan,8,8,8,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1992,1991,Non-Profit,2032,30.43351427,-87.23550422,1800,1,1,7,-,-,-
1635,-,800004236,-,172S301000001031,LAKEVIEW VILLA,1620 W. HERNANDEZ STREET,Pensacola,Florida,32501,Escambia,Rental Assistance/HUD;Section 202 Direct Loan,20,20,20,-,x,-,-,-,Elderly,Ready for Occupancy,1992,1992,Non-Profit,2032,30.43323239,-87.23787229,1800,1,-,20,-,-,-
2024,-,800004331,-,092S300800000009,OAKWOOD TERRACE I,700 WEST TRUMAN AVENUE,Pensacola,Florida,32505,Escambia,Rental Assistance/HUD,300,300,300,-,x,-,-,-,Family,Ready for Occupancy,1971,1969,For-Profit,2031,30.45192169,-87.2525366,1700,1,-,20,152,128,-
668,-,800004379,-,052S305003000000,PENSACOLA VILLAGE APARTMENTS,500 E FAIRFIELD DRIVE,Pensacola,Florida,32503,Escambia,Rental Assistance/HUD,200,200,200,-,x,-,-,-,Family,Ready for Occupancy,1971,1971,For-Profit,2016,30.45477028,-87.22066143,1300,2,-,12,80,108,-
1991,-,800004474,-,152S305503001001,SUNRISE APARTMENTS,4350 WEST FAIRFIELD DRIVE,Pensacola,Florida,32505,Escambia,Rental Assistance/HUD;Section 236,160,151,151,-,x,-,-,-,Family,Ready for Occupancy,1971,1971,Limited Dividend,2060,30.43590636,-87.27481138,3000,3,not avail.,not avail.,not avail.,not avail.,not avail.
1990,-,800004505,-,061S291001007001,THE MOORINGS,8491 OLD SPANISH TRAIL ROAD,Pensacola,Florida,32514,Escambia,Rental Assistance/HUD;Section 236,200,187,187,-,x,-,-,-,Family,Ready for Occupancy,1973,1973,Limited Dividend,2060,30.51562518,-87.17324502,3506,3,not avail.,not avail.,not avail.,not avail.,not avail.
702,-,800004378,-,172S301000004016,WESTMINSTER VILLAGE I and II,1700 NORTH 'L' STREET,Pensacola,Florida,32501,Escambia,Rental Assistance/HUD;Section 207/223(f),198,198,198,-,x,-,-,-,Elderly,Ready for Occupancy,1979,1981,Non-Profit,2045,30.43131324,-87.23433892,1800,1,25,173,-,-,-
714,-,800065478,-,302S301001007052,WESTMINSTER VILLAGE III,1900 W MORENO ST,Pensacola,Florida,32501,Escambia,Rental Assistance/HUD;Section 202 Capital Advance,52,52,52,-,x,-,-,-,Elderly,Ready for Occupancy,1998,1999,Non-Profit,2039,30.42873967,-87.23944367,400,3,-,52,-,-,-
6907,-,800219668,-,302S301001001023,WESTMINSTER VILLAGE IV,1651 N K St,Pensacola,Florida,32501,Escambia,Rental Assistance/HUD;Section 202 Capital Advance,53,53,53,-,x,-,-,-,Elderly,Ready for Occupancy,2007,1980,Non-Profit,2047,30.42755178,-87.23694484,400,3,-,53,-,-,-
7172,-,800225870,-,302S301001001024,WESTMINSTER VILLAGE V,1951 West Blount Street,Pensacola,Florida,32501,Escambia,Rental Assistance/HUD;Section 202 Capital Advance,53,53,53,-,x,-,-,-,Elderly,Ready for Occupancy,2011,1980,Non-Profit,2050,30.4273105,-87.2359925,400,3,-,53,-,-,-
1744,-,800004575,-,342S300061001002,WESTWOOD HOMES,4400 Westover Street,Pensacola,Florida,32506,Escambia,Refi Section 221(d)(3) MR;Rental Assistance/HUD,52,50,50,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1983,1983,Non-Profit,2033,30.43126742,-87.2777679,2900,2,not avail.,not avail.,not avail.,not avail.,not avail.
1886,-,800004093,-,2-03-3N-6W-0000-00332-0100,FLINT GARDEN APARTMENTS,424 Line St,Chattahoochee,Florida,32324,Gadsden,Rental Assistance/HUD;Section 207/223(f),88,88,88,-,x,-,-,-,Family,Ready for Occupancy,1977,1977,For-Profit,2031,30.68110812,-84.83372147,20400,4,-,-,24,64,-
541,-,800004152,-,2-34-3N-2W-0000-00441-0100,HAVANA HEIGHTS APARTMENTS,111 W 16TH ST,Havana,Florida,32333,Gadsden,Rental Assistance/HUD,60,60,60,-,x,-,-,-,Family,Ready for Occupancy,1973,1973,For-Profit,2019,30.61266345,-84.41623354,20102,1,-,8,16,24,12
780,-,800004410,-,2-34-3N-2W-0000-00430-0100,RIVERSIDE APARTMENTS,110 W 16TH AVE,Havana,Florida,32333,Gadsden,Rental Assistance/HUD;Section 515,50,50,50,-,x,-,x,-,Family,Ready for Occupancy,1980,1980,Limited Dividend,2030,30.61162235,-84.41783933,20102,1,-,-,17,33,-
1946,1965,800004108,-,3-07-2N-3W-0000-00323-0100,GADSDEN ARMS APARTMENTS,427 S STEWART ST,Quincy,Florida,32351,Gadsden,Housing Credits 9%;Rental Assistance/HUD,100,100,100,x,x,-,-,-,Family,Ready for Occupancy,1971,1974,For-Profit,2059,30.58225279,-84.57993149,20702,1,-,-,28,72,-
2048,-,800004367,-,3-11-2N-4W-0000-00324-0400,PARKVIEW GARDEN APARTMENTS,500 SOUTH ATLANTA STREET,Quincy,Florida,32351,Gadsden,Rental Assistance/HUD;Section 515,70,70,70,-,x,-,x,-,Family,Ready for Occupancy,1979,1979,For-Profit,2016,30.58092148,-84.61189332,20701,2,-,24,22,24,-
1699,-,800004368,-,3-11-2N-4W-0000-00324-0500,PARKVIEW MANOR,520 S. ATLANTA ST,Quincy,Florida,32351,Gadsden,Rental Assistance/HUD;Section 514/516,36,36,36,-,x,-,x,-,Family;Farmworker,Ready for Occupancy,1982,1982,For-Profit,2032,30.57954547,-84.61200096,20701,2,-,-,18,18,-
1410,-,800004518,-,16-10-15-0000-0001-0030,TRENTON APARTMENTS,718 NE 7TH PLACE,Trenton,Florida,32693,Gilchrist,Rental Assistance/HUD;Section 515,36,36,36,-,x,-,x,-,Family,Ready for Occupancy,1982,1982,For-Profit,2032,29.618917,-82.810006,950204,3,-,8,20,8,-
1538,-,800004568,-,09-34-25-0000-09060-0000,WAUCHULA GARDENS,1020 Makowski Rd,Wauchula,Florida,33873,Hardee,Rental Assistance/HUD,55,55,55,-,x,-,-,-,Family,Ready for Occupancy,1972,1973,For-Profit,2020,27.53546119,-81.81116394,970400,3,-,16,23,16,-
701,-,800004148,-,1344321A000002.0100,HARLEM GARDENS APARTMENTS,700 Harlem Tenants Circle,Clewiston,Florida,33440,Hendry,Refi Section 207 PMM;Rental Assistance/HUD,126,126,126,-,x,-,-,-,Family,Ready for Occupancy,1984,1978,Non-Profit,2028,26.73493125,-80.94703123,200,4,-,12,51,51,12
7282,-,800235850,-,3 34 43 16 A00 0006.1100,SWEETWATER PLACE APTS.,1016 W. Ventura Avenue,Clewiston,Florida,33440,Hendry,Rental Assistance/HUD;Section 811 Capital Advance,14,14,14,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2014,not avail.,Non-Profit,2053,26.75175344,-80.94934351,100,4,-,11,3,-,-
7073,-,800224909,-,2294307A000007.0000,PALMETTO RANCH 1,1101 James Singleton Place,LaBelle,Florida,33935,Hendry,Rental Assistance/HUD;Section 811 Capital Advance,14,14,14,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2009,2009,Non-Profit,2049,26.75364023,-81.45471322,402,2,-,9,5,-,-
7158,-,800226004,-,1304434A000002.0000,PALMETTO RANCH II,1025-1036 James Singleton Place,LaBelle,Florida,33935,Hendry,Rental Assistance/HUD;Section 811 Capital Advance,14,14,14,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2011,not avail.,Non-Profit,2051,26.61620016,-81.32219107,300,3,-,9,5,-,-
897,650,800211422,-,R3232317516009750070,PORTILLO APARTMENTS,3474 Portillo Road,SPRING HILL,Florida,32084,Hernando,Housing Credits 9%;Rental Assistance/HUD;Section 811 Capital Advance;State HOME,24,24,14,x,x,-,-,-,Elderly;Persons with Disabilities,Ready for Occupancy,1997,1998,Non-Profit,2048,28.4856565,-82.54301818,41006,2,-,18,6,-,-
2212,-,800067302,-,R3232317517011320130,SPRING HILL APARTMENTS,4200 Portillo Rd,SPRING HILL,Florida,34608,Hernando,Rental Assistance/HUD;Section 811 Capital Advance,15,14,14,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1998,1998,Non-Profit,2038,28.49248309,-82.54714047,41105,1,not avail.,not avail.,not avail.,not avail.,not avail.
414,-,800004407,-,A23332801003900000,RIDGEDALE APARTMENTS,723 FAIRVIEW TERRACE,Avon Park,Florida,33825,Highlands,Refi Section 221(d)(4) MR;Rental Assistance/HUD,36,36,36,-,x,-,-,-,Family,Ready for Occupancy,1983,1983,Non-Profit,2028,27.58882472,-81.49208909,960300,1,-,4,14,14,4
1642,-,800004577,-,A22332801003100070,WHISPERING PINES APARTMENTS,709 S Summit Ave,Avon Park,Florida,33825,Highlands,Rental Assistance/HUD,26,26,26,-,x,-,-,-,Elderly,Ready for Occupancy,1978,1978,For-Profit,2020,27.58878644,-81.50882606,960300,5,-,26,-,-,-
1846,-,800004077,-,S32342909000400020,FAIR HAVENS VILLAGE,3015 SPINKS RD,Sebring,Florida,33870,Highlands,Rental Assistance/HUD;Section 207/223(f),80,79,79,-,x,-,-,-,Elderly,Ready for Occupancy,1985,1985,Non-Profit,2030,27.48049214,-81.43691853,961100,2,not avail.,not avail.,not avail.,not avail.,not avail.
6642,-,800217810,-,S33342903000000030,HIGHLANDS CO VOA,1427 Queen Palm Ave,Sebring,Florida,33870,Highlands,Rental Assistance/HUD;Section 811 Capital Advance,12,11,11,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2005,2005,Non-Profit,2045,27.48454815,-81.42820282,961100,3,not avail.,not avail.,not avail.,not avail.,not avail.
6506,-,800211367,-,202928ZZZ000002675501U,JONTILLY PLACE,1402 Jontilly Place,BRANDON,Florida,33511,Hillsborough,Rental Assistance/HUD;Section 811 Capital Advance,18,18,18,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2002,2004,Non-Profit,2022,27.935668,-82.305867,13307,1,-,18,-,-,-
1929,-,800004471,-,202926ZZZ000002610300U,SUMMIT RIDGE APARTMENTS,"982 SUMMIT RIDGE, DR.",BRANDON,Florida,33511,Hillsborough,Rental Assistance/HUD,40,40,40,-,x,-,-,-,Family,Ready for Occupancy,1983,1983,For-Profit,2020,27.936271,-82.269399,13311,3,-,-,24,16,-
6623,-,800222766,-,2029232EO000000000440U,APOSTLES VILLAGE,525 E Sadie St,Brandon,Florida,33510,Hillsborough,Rental Assistance/HUD;Section 202 Capital Advance,55,55,55,-,x,-,-,-,Elderly,Ready for Occupancy,2009,2009,Non-Profit,2048,27.94101292,-82.27811469,12303,3,-,55,-,-,-
2220,-,800112351,-,2229055A9000037000140P,BREWER'S BRIDGEWAY,1001 W. Alexander Street,Plant City,Florida,33566,Hillsborough,Rental Assistance/HUD;Section 811 Capital Advance,18,18,18,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2001,2001,Non-Profit,2016,27.98855514,-82.13055888,13003,1,-,13,5,-,-
1714,-,800004389,-,2228285BP000009000010P,PLANT CITY LIVING CENTER,405 E. Damon Street,Plant City,Florida,33563,Hillsborough,Rental Assistance/HUD;Section 202 Capital Advance,42,42,42,-,x,-,-,-,Elderly,Ready for Occupancy,1996,1997,Non-Profit,2037,28.02015109,-82.12115621,12800,2,-,42,-,-,-
1847,-,800004390,-,2228295D9000019000020P,PLANT CITY TOWERS,103 W MAHONEY ST,Plant City,Florida,33566,Hillsborough,Rental Assistance/HUD;Section 202 Direct Loan,75,74,74,-,x,-,-,-,Elderly,Ready for Occupancy,1983,1983,Non-Profit,2024,28.0172529,-82.12414886,12702,2,not avail.,not avail.,not avail.,not avail.,not avail.
7149,-,800224029,-,222829ZZZ000006093300P,SAN CLEMENTE VILLAS,1104 N. Alexander Street,Plant City,Florida,33563,Hillsborough,Rental Assistance/HUD;Section 202 Capital Advance,68,68,68,-,x,-,-,-,Elderly,Ready for Occupancy,2009,1977,Non-Profit,2016,28.024513,-82.135889,12702,3,-,68,-,-,-
1922,-,800003891,-,19281844Z000000000003A,ACORN TRACE APARTMENTS,11115 N NEBRASKA AVE,Tampa,Florida,33612,Hillsborough,Rental Assistance/HUD;Section 207/223(f),100,100,100,-,x,-,-,-,Elderly,Ready for Occupancy,1982,1982,Non-Profit,2022,28.04970617,-82.4500279,201,1,-,100,-,-,-
2026,2556,800003951,-,1829023HB000000I00001A,AQUA APARTMENTS,4505 N ROME AVE,Tampa,Florida,33603,Hillsborough,Housing Credits 9%;Rental Assistance/HUD;Section 236,197,197,185,x,x,-,-,-,Elderly;Family;Link,Ready for Occupancy,1970,1971,For-Profit,2064,27.98261404,-82.47569532,2400,3,not avail.,not avail.,not avail.,not avail.,not avail.
6510,-,800217508,-,192926663000001547001U,BLESSED SACRAMENT MANOR,6915 12 Avenue South,Tampa,Florida,33619,Hillsborough,Rental Assistance/HUD;Section 202 Capital Advance,68,68,68,-,x,-,-,-,Elderly,Ready for Occupancy,2003,2004,Non-Profit,2044,27.93624497,-82.37923818,13504,1,-,68,-,-,-
1664,-,800003980,-,1829134XN000004000040A,CASA DE PALMA,302 E PALM AVE,Tampa,Florida,33602,Hillsborough,Rental Assistance/HUD;Section 202 Direct Loan,24,24,24,-,x,-,-,-,Elderly,Ready for Occupancy,1981,1981,Non-Profit,2031,27.96255925,-82.45731784,4100,2,-,24,-,-,-
659,2593,800003992,-,1829134XA000005000000A,CENTRAL COURT APARTMENTS,2510  CENTRAL AVE,Tampa,Florida,33602,Hillsborough,Housing Credits 9%;Rental Assistance/HUD;Section 207/223(f),68,68,68,x,x,-,-,-,Family;Link,Ready for Occupancy,1970,1971,For-Profit,2064,27.96626821,-82.45568383,4100,1,-,14,40,14,-
2027,2828,800004019,-,182914ZZZ000005907900A,COLUMBUS COURT APARTMENTS,2802 Statelite Ct,Tampa,Florida,33607,Hillsborough,Extremely Low Income;Housing Credits 4%;Rental Assistance/HUD;SAIL;State Bonds,160,160,160,x,x,-,-,-,Family;Link,Ready for Occupancy,1971,1970,For-Profit,2067,27.9659024,-82.4758324,4300,1,-,28,102,30,-
474,1916,800004028,-,192806ZZZ000001268900U,COUNTRY OAKS APARTMENTS,14316 Dake Ln,Tampa,Florida,33613,Hillsborough,Housing Credits 9%;Rental Assistance/HUD;Section 542,148,148,146,x,x,-,-,-,Family,Ready for Occupancy,1983,1983,For-Profit,2059,28.076929,-82.442197,10817,1,not avail.,not avail.,not avail.,not avail.,not avail.
718,-,800004069,-,192832ZZZ000005671900A,EPIPHANY ARMS,2508 E Hanna Ave,Tampa,Florida,33610,Hillsborough,Rental Assistance/HUD;Section 202 Capital Advance,76,76,76,-,x,-,-,-,Elderly,Ready for Occupancy,1999,1999,Non-Profit,2016,28.00422689,-82.43217777,1001,1,-,76,-,-,-
1708,-,800004106,-,1830083XJ000005000010A,FREEDOM VILLAGE II,5002 S BRIDGE ST,Tampa,Florida,33611,Hillsborough,Rental Assistance/HUD;Section 202 Direct Loan,40,40,40,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1989,1989,Non-Profit,2030,27.89214383,-82.52917948,7102,1,-,20,20,-,-
2221,-,800067312,-,182821ZZZ000000944000U,GRACE MANOR,8402 N HURBERT AVE,Tampa,Florida,33614,Hillsborough,Rental Assistance/HUD;Section 811 Capital Advance,19,19,19,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1999,1999,Non-Profit,2017,28.02639473,-82.51637605,11803,5,-,19,-,-,-
1679,-,800004141,-,19291850N000050000002A,HACIENDA DE YBOR,1615 HACIENDA CT,Tampa,Florida,33605,Hillsborough,Rental Assistance/HUD,99,97,97,-,x,-,-,-,Elderly,Ready for Occupancy,1971,1980,For-Profit,2034,27.963578,-82.442268,3900,1,not avail.,not avail.,not avail.,not avail.,not avail.
1894,-,800004140,-,19291850N000050000002A,HACIENDA VILLAS,1501 E Palm Ave,Tampa,Florida,33605,Hillsborough,Rental Assistance/HUD;Section 202 Direct Loan,98,98,98,-,x,-,-,-,Elderly,Ready for Occupancy,1980,1980,Non-Profit,2041,27.96299247,-82.44240077,3900,1,12,86,-,-,-
1547,-,800004184,-,1828263FC000000000010A,HUNTER OAKS APARTMENTS,8314 N ROME AVE,Tampa,Florida,33604,Hillsborough,Rental Assistance/HUD;Section 811 Capital Advance,24,24,24,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1998,1998,Non-Profit,2017,28.02439787,-82.47636683,1300,1,-,24,-,-,-
1959,2693,800004192,-,192908ZZZ000005891800A,JACKSON HEIGHTS,3700 Lowry Ct,Tampa,Florida,33610,Hillsborough,Housing Credits 9%;Rental Assistance/HUD,111,111,111,x,x,-,-,-,Family;Link,Ready for Occupancy,1972,1971,For-Profit,2066,27.979393,-82.423922,3400,2,-,38,51,22,-
2060,-,800004191,-,1829223MUH00000000010A,JEWISH CENTER TOWERS,3001 W DE LEON ST,Tampa,Florida,33609,Hillsborough,Rental Assistance/HUD,199,186,186,-,x,-,-,-,Elderly,Ready for Occupancy,1975,1975,For-Profit,2035,27.93927463,-82.49156615,5700,3,not avail.,not avail.,not avail.,not avail.,not avail.
1883,-,800004208,-,1829103J0000012000020A,KING'S ARMS,4125 N. LINCOLN AVE,Tampa,Florida,33607,Hillsborough,Rental Assistance/HUD;Section 207/223(f),84,84,84,-,x,-,-,-,Elderly,Ready for Occupancy,1986,1985,Non-Profit,2026,27.97709851,-82.49516337,2700,1,24,60,-,-,-
2140,-,800004209,-,1829154PT000002000000A,KING'S MANOR APARTMENTS,2946 W COLUMBUS DR,Tampa,Florida,33607,Hillsborough,Rental Assistance/HUD;Section 207/223(f),99,99,99,-,x,-,-,-,Elderly,Ready for Occupancy,1983,1983,Non-Profit,2025,27.96620544,-82.49075943,4500,2,-,99,-,-,-
1845,-,800004269,-,183005ZZZ000005523400A,MANHATTAN PLACE,4033 S MANHATTAN AVE,Tampa,Florida,33611,Hillsborough,Rental Assistance/HUD;Section 207/223(f),74,74,74,-,x,-,-,-,Elderly,Ready for Occupancy,1984,1984,Non-Profit,2025,27.90460894,-82.5192064,6501,1,20,54,-,-,-
