Project_ID,Project_Status,Project_Name,Street_Number ,Street_Name,Street_Type,Zip_Code,Planning_Address,APN(s),Supervisor_District,Planning_Neighborhood,City_Analysis_Neighborhood,Lead_Agency,Program_Area,Project_Area,Project_Type,Housing_Tenure,Issuance_of_Notice_to_Proceed,Issuance_of_Building_Permit,Issuance_of_First_Construction_Document,Estimated/Actual_Construction_Start_Date,Estimated_Construction_Completion,Project_Lead_Sponsor,Project_Co-Sponsor,Project_Owner,DBI_Permit_Number,Planning_Case_Number,Property_Informaiton_Map_Link,Planning_Entitlements,Entitlement_Approval,Section_415_Declaration,Recording_Number,Recording_Date,Project_Units,Affordable_Units,Market_Rate_Units,%_Affordable,SRO_Units,Studio_Units,1bd_Units,2bd_Units,3bd_Units,4bd_Units,5+_bd_Units,Mobility_Units,Manager_Units,Manager_Unit(s)_Type,Family_Units,Senior_Units,TAY_Units,Homeless_Units,Disabled_Units,20%_AMI,30%_AMI,50%_AMI,55%_AMI,60%_AMI,80%_AMI,90%_AMI,100%_AMI,120%_AMI,150%_AMI,Latitude,Longitude,Location
2012-005,(2) Predevelopment Feasibility,"Alice Griffith Phase 5 (Blocks 8, 9, 14)",,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,HOPE SF,,New Construction,Rental,1/1/19,,,1/1/19 0:00,9/1/20,McCormack Baron Salazar,,Entity to be formed,,Not Applicable,,,,,,,36,36,0,100%,0,0,0,0,0,30,6,0,0,,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,37.71876424,-122.3877368,"(37.7187642379081, -122.387736789065)"
2012-006,(2) Predevelopment Feasibility,Alice Griffith Phase 6 (Block 9),,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,HOPE SF,,New Construction,Rental,5/1/19,,,5/1/19 0:00,12/1/20,McCormack Baron Salazar,,Entity to be formed,,Not Applicable,,,,,,,132,131,1,99%,0,0,131,0,0,0,0,0,1,,0,131,0,0,0,0,0,0,0,131,0,0,0,0,0,37.7188128,-122.3867505,"(37.7188128009141, -122.386750481104)"
2012-008,(3) Design with Entitlements Approved,1150 16th  (AKA 1208 8th),1150,16th,St,94107, ,3821008,10,South of Market,Mission Bay,MOHCD,Inclusionary,,New Construction,Ownership,,,,4/11/17 0:00,4/11/19,Sergio Nibbi,,,,2004.1004,http://propertymap.sfplanning.org/?search=2004.1004,"2004.1004C,2004.1004E,2004.1004E_3,2004.1004K,2004.1004S",4/12/12,On-site BMR Project ,2012-J401437,4/25/12,15,2,13,13%,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37.76666544,-122.3989745,"(37.7666654448796, -122.39897446803)"
2012-009,(6) Complete,"Pacific Pointe (HPSY I, Block 49)",350,Friedell,St,94106,Not Applicable,4591C103,10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,,New Construction,Rental,,8/21/14,11/20/14,11/20/14 0:00,7/1/16,Amcal,Young Community Developers,"Amcal Pacific Point Fund, LP",2.01312E+11,Not Applicable,,,,,,,60,59,1,98%,0,0,27,20,12,0,0,0,1,2bd,59,0,0,0,0,0,0,59,0,0,0,0,0,0,0,37.727755,-122.3707621,"(37.727754996272, -122.3707621471)"
2012-010,(5) First Construction Document Issued,Transbay Block 9,500,Folsom,St,94105,Not Applicable,3736120,6,Financial District,Financial District/South Beach,OCII,Inclusionary-OCII,,New Construction,Rental,2/16/16,2/18/16,,2/16/16 0:00,5/1/19,Essex/TMG,BRIDGE Housing Corporation,,2.01503E+11,Not Applicable,,,,,,,545,109,436,20%,0,34,61,14,0,0,0,0,0,,109,0,0,0,0,0,0,109,0,0,0,0,0,0,0,37.78720356,-122.3951068,"(37.7872035562348, -122.395106768879)"
2012-012,(3) Design with Entitlements Approved,376 Castro ,376,Castro,St,94114,"376 CASTRO ST, SAN FRANCISCO, CA 94114",2623006,8,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary,,New Construction,Ownership,,,,8/1/17 0:00,8/1/19,376 castro Street LLC,,,2.01305E+11,2004.0976,http://propertymap.sfplanning.org/?search=2004.0976,"2004.0976C,2004.0976E,2004.0976E_3,2004.0976K,2004.0976V",8/2/12,On-site BMR Project ,2013-J633680,4/8/13,24,3,21,13%,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.76292125,-122.4355001,"(37.7629212513849, -122.435500090551)"
2012-013,(5) First Construction Document Issued,The Alchemy by Alta,218-220,Buchanan,St,94102,"218 BUCHANAN ST, SAN FRANCISCO, CA 94102",002007-0857 (5 lots),8,Western Addition,Hayes Valley,MOHCD,Inclusionary,,New Construction,Rental,,8/2/13,10/28/13,10/28/13 0:00,1/19/17,"Alta Laguna, LLC",,,"201209059006, 201306270646, 201409196757, 201512175390, 201607142295, 201608185330, 201608185339, 201608185340, 201608185341, 201608185342, 201608185344, 201608185345, 201608185346, 201608185347, 201608185349, 201608185350, 201608185351, 201608185352, 201608185353, 201608185354, 201608185360, 201608185361, 201608185362, 201608185363, 201608185364, 201608185365, 201608185368, 201608185369, 201608185371, 201608185372, 201608185373, 2015412175383",2012.0033,http://propertymap.sfplanning.org/?search=2012.0033,"2012.0033A,2012.0033A_3,2012.0033C,2012.0033E,2012.0033F,2012.0033R,2012.0033S,2012.0033U,2012.0033U_3,2014-000029GPR",8/16/12,On-site BMR Project ,2013-J601456,2/11/13,330,50,280,15%,0,0,0,0,0,0,0,0,0,,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,37.77169713,-122.4261466,"(37.7716971273041, -122.42614664137)"
2012-014,(5) First Construction Document Issued,1050 Valencia ,1050-1058,Valencia,St,94110,"1050 VALENCIA ST, SAN FRANCISCO, CA 94110",3617008,8,Mission,Mission,MOHCD,Inclusionary,,New Construction,Ownership,,,2/12/15,2/12/15 0:00,8/5/16,Shizvo Holdings Trust,,,"201012277436, 201012277437",2012.0723,http://propertymap.sfplanning.org/?search=2012.0723,2012.0723D,9/6/12,Fee Payment ,2014-J948560,9/11/14,12,0,12,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.75594399,-122.4213177,"(37.7559439894743, -122.42131765144)"
2012-015,(6) Complete,5800 Third  - Building 3 ,5800,3rd,St,94124,"0 03RD ST, #2001, SAN FRANCISCO, CA 94124",5415002,10,Bayview,Bayview Hunters Point,MOHCD,Inclusionary,,New Construction,Ownership,,,12/15/14,12/15/14 0:00,6/7/16,Third Street Equity Partners ,,,2.00509E+11,2012.0045,http://propertymap.sfplanning.org/?search=2012.0045,"2012.0045C,2012.0045E,2012.0045E_3,2012.0045K,2012.0045PPA,2012.0045R,2012.0045U,2012.0045U_3",10/25/12,On-site BMR Project ,,,150,23,127,15%,0,0,0,0,0,0,0,0,0,,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,37.7255779,-122.3956239,"(37.7255778952055, -122.395623904733)"
2012-016,(5) First Construction Document Issued,41 Tehama,41,Tehama,St,94105,"57 TEHAMA ST, SAN FRANCISCO, CA 94105",3736189,6,Financial District,Financial District/South Beach,MOHCD,Inclusionary,,New Construction,Ownership,,,11/13/15,11/13/15 0:00,5/6/17,Fritzi Realty,,,,2008.0801,http://propertymap.sfplanning.org/?search=2008.0801,"2008.0801E,2008.0801E_3,2008.0801K,2008.0801S,2008.0801V,2008.0801X",11/29/12,On-site BMR Project ,2016-K244112,5/13/16,325,49,276,15%,0,0,0,0,0,0,0,0,0,,49,0,0,0,0,0,0,0,0,0,0,60,0,0,0,37.78722529,-122.3963085,"(37.7872252850981, -122.396308483862)"
2012-018,(5) First Construction Document Issued,Transbay Block 7,222,Beale,St,94105,Not Applicable,3738018,6,Financial District,Financial District/South Beach,OCII,Multifamily,Transbay,New Construction,Rental,6/15/16,,,6/15/16 0:00,8/15/18,Mercy Housing California,,"Mercy Housing California 64, LP",2.01406E+11,Not Applicable,,,,,,,120,119,1,99%,0,0,54,42,23,0,0,0,1,2bd,119,0,0,0,0,0,0,50,0,69,0,0,0,0,0,37.78889258,-122.3938217,"(37.7888925834118, -122.39382170461)"
2012-019,(5) First Construction Document Issued,Potrero - Block X,1101,Connecticut,St,94107,1101 CONNECTICUT ST 94107,4287007,10,Potrero Hill,Bayview Hunters Point,MOHCD,HOPE SF,,New Construction,Rental,10/1/16,10/11/16,,10/1/16 0:00,3/1/18,BRIDGE Housing Corporation,,"Potrero Housing Associates I, LP",2.01603E+11,2016-003623PRJ,http://propertymap.sfplanning.org/?search=2016-003623PRJ,2016-003623PRL,,,,,72,71,1,99%,0,2,10,50,9,0,0,8,1,2bd,71,0,0,0,0,0,0,62,0,9,0,0,0,0,0,37.75201706,-122.3959658,"(37.7520170644665, -122.395965760411)"
2012-020,(3) Design with Entitlements Approved,Parcel O,455,Fell,St,94102,0 UNKNOWN 94102,831024,5,Western Addition,Hayes Valley,MOHCD,Multifamily,,New Construction,Rental,5/1/17,11/17/16,,5/1/17 0:00,9/1/18,Mercy Housing California,San Francisco Housing Development Corporation,455 Fell LP,2.01605E+11,2015-002837PRJ,http://propertymap.sfplanning.org/?search=2015-002837PRJ,"2015-001364PPA,2015-002837CUA,2015-002837ENV,2015-002837SHD",1/7/16,,,,108,107,1,99%,0,1,58,40,8,0,0,12,1,2bd,74,0,0,33,0,0,33,21,0,53,0,0,0,0,0,37.77535593,-122.4253743,"(37.7753559253214, -122.425374344449)"
2012-021,(5) First Construction Document Issued,L Seven,1222,Harrison,St,94103,"350 08TH ST, SAN FRANCISCO, CA 94103",3756003,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Rental,,3/20/14,9/30/14,9/30/14 0:00,3/23/16,Fairfield Residential,,,2.01307E+11,2007.1035,http://propertymap.sfplanning.org/?search=2007.1035,"2007.1035C,2007.1035E,2007.1035E_3,2007.1035E_5,2007.1035K,2007.1035Q,2007.1035S,2007.1035U",12/6/12,On-site BMR Project ,2016-K230908,4/15/16,410,62,348,15%,0,0,0,0,0,0,0,0,0,,62,0,0,0,0,0,0,0,62,0,0,0,0,0,0,37.7736944,-122.4096669,"(37.7736944011735, -122.409666875905)"
2012-022,(5) First Construction Document Issued,181 Fremont,181,Fremont,St,94107,"177 FREMONT ST, SAN FRANCISCO, CA 94105",308001,6,Downtown/Civic Center,Financial District/South Beach,MOHCD,Inclusionary,,New Construction,Ownership,,12/26/13,6/10/15,6/10/15 0:00,12/1/16,181 Fremont LLC,,,,2007.0456,http://propertymap.sfplanning.org/?search=2007.0456,"2007.0456B,2007.0456E,2007.0456E_3,2007.0456E_5,2007.0456K,2007.0456V,2007.0456X,2007.0456X_3",12/6/12,Fee Payment ,2013-J646462,4/26/13,74,0,74,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78814774,-122.4060463,"(37.7881477445989, -122.406046301492)"
2013-001,(5) First Construction Document Issued,2895 San Bruno ,2895,San Bruno,Ave,94134,"2895 SAN BRUNO AV, SAN FRANCISCO, CA 94134",5457037,9,Excelsior,Portola,MOHCD,Inclusionary,,New Construction,Ownership,,8/19/13,8/14/14,8/14/14 0:00,2/5/16,,,,"201209270758, 201209270763, 201209270764, 201209270765, 201209270766",2010.0627,http://propertymap.sfplanning.org/?search=2010.0627,"2010.0627C,2010.0627E",1/17/13,On-site BMR Project ,2013-J601775,2/12/13,10,1,9,10%,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.72554115,-122.4024487,"(37.7255411476634, -122.402448713171)"
2013-002,(5) First Construction Document Issued,1 Henry Adams,1,Henry Adams,,94103,"55 DIVISION ST, SAN FRANCISCO, CA 94107",3911001,10,South of Market,Mission Bay,MOHCD,Inclusionary,,New Construction,Rental,,7/8/14,1/30/15,1/30/15 0:00,7/23/16,,,,2.01306E+11,2012.0701,http://propertymap.sfplanning.org/?search=2012.0701,"2012.0701K,2012.0701X",1/24/13,Land Dedication ,2013-J605669,2/21/13,239,0,239,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76920143,-122.403473,"(37.7692014330061, -122.403472986631)"
2013-003,(5) First Construction Document Issued,801 Brannan,801,Brannan,St,94103,"800 BRANNAN ST, SAN FRANCISCO, CA 94103",3783001,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Rental,,9/26/14,4/20/15,4/20/15 0:00,10/11/16,"BW Brannan St, LLC",,,2.01309E+11,2012.07,http://propertymap.sfplanning.org/?search=2012.0700,2012.0700X,1/31/13,On-site BMR Project ,2013-J605670,2/21/13,432,55,377,13%,0,0,0,0,0,0,0,0,0,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77182386,-122.4038826,"(37.771823860892, -122.403882620197)"
2013-004,(5) First Construction Document Issued,"Eviva, 360 Berry  (MBN Block N4P3)",360,Berry,St,94107,Not Applicable,8704004,6,South of Market,Mission Bay,OCII,Inclusionary-OCII,,New Construction,Rental,,2/19/15,5/20/15,5/20/15 0:00,1/31/17,Integral,,"MB N4P3, LLC",2.01312E+11,Not Applicable,,,,,2014-J902540-00,6/30/14,129,26,103,20%,0,0,14,11,1,0,0,0,0,,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,37.77303448,-122.3972633,"(37.7730344817053, -122.397263329229)"
2013-005,(3) Design with Entitlements Approved,1731 Powell ,1731,Powell,St,94133,"1731 POWELL ST, SAN FRANCISCO, CA 94133",101004,3,Russian Hill,Chinatown,MOHCD,Inclusionary,,New Construction,Unknown,,,,2/13/18 0:00,2/13/20,,,,,2013.005,http://propertymap.sfplanning.org/?search=2013.0050,"2013.0050C,2013.0050F,2013.0050T,2013.0050Z",2/14/13,Fee Payment ,,,19,0,19,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.80068262,-122.4112875,"(37.8006826231179, -122.411287504051)"
2013-006,(5) First Construction Document Issued,5400 Geary  ,5400,Geary,St,94121,"0 V, SAN FRANCISCO, CA",1450007,1,Inner Richmond,Outer Richmond,MOHCD,Inclusionary,,New Construction,Ownership,,6/11/15,3/17/16,3/17/16 0:00,9/8/17,,,,"200806275511, 200806275522",2004.0482,http://propertymap.sfplanning.org/?search=2004.0482,"2004.0482C,2004.0482E,2004.0482K",4/25/13,On-site BMR Project ,2013-J768109,10/9/13,43,5,38,12%,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.78114244,-122.4775965,"(37.7811424369882, -122.477596543442)"
2013-007,(6) Complete,101 Polk ,101,Polk,St,94102,"101 POLK ST, SAN FRANCISCO, CA 94102",811031,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,,New Construction,Rental,,,,5/8/18 0:00,3/17/16,Emerald Polk LLC,,,2.01307E+11,2011.0702,http://propertymap.sfplanning.org/?search=2011.0702,"2011.0702C,2011.0702CND,2011.0702E,2011.0702F,2011.0702K,2011.0702PPA,2011.0702U,2011.0702X,2015-004098CND",5/9/13,On-site BMR Project ,2014-J841320,2/20/14,162,19,143,12%,0,0,0,0,0,0,0,0,0,,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,37.77772973,-122.4184038,"(37.7777297347598, -122.418403789747)"
2013-008,(4) Site Work Permit Issued,706 Mission,706,Mission,St,94103,706 MISSION ST 94103,3706093,6,Financial District,Financial District/South Beach,MOHCD,Inclusionary,,New Construction,Unknown,,,,5/22/18 0:00,5/21/20,Millenium Partners,,,2.01312E+11,2008.1084,http://propertymap.sfplanning.org/?search=2008.1084,"13-070,2008.1084E,2008.1084E_3,2008.1084E_5,2008.1084E_7,2008.1084E_9,2008.1084H,2008.1084H_3,2008.1084K,2008.1084K_3,2008.1084MCM,2008.1084Q,2008.1084R,2008.1084S,2008.1084T,2008.1084U,2008.1084X,2008.1084X_3,2008.1084X_5,2008.1084Z",5/23/13,Fee Payment ,2016-K250098,5/24/16,185,0,185,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78596224,-122.4032144,"(37.7859622359462, -122.40321444161)"
2013-009,(5) First Construction Document Issued,344 Fulton,344,Fulton,St,94102,"380 FULTON ST, SAN FRANCISCO, CA 94102",785051,5,Downtown/Civic Center,Hayes Valley,MOHCD,Inclusionary,,New Construction,Ownership,,11/26/13,6/6/14,6/6/14 0:00,6/5/16,Strada Investment Group,,,2.01303E+11,2012.0325,http://propertymap.sfplanning.org/?search=2012.0325,"2012.0325C,2012.0325E,2012.0325E_3,2012.0325E_5,2012.0325S,2012.0325U",5/24/13,On-site BMR Project ,,,69,8,61,12%,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,37.77907203,-122.4228797,"(37.7790720260779, -122.422879661819)"
2013-010,(5) First Construction Document Issued,1450 Franklin,1450,Franklin,St,94109,"1581 BUSH ST, SAN FRANCISCO, CA 94123",671006,2,Western Addition,Western Addition,OCII,Inclusionary-OCII,,New Construction,Ownership,,6/25/09,12/12/13,12/12/13 0:00,12/1/16,Pacific Heights Franklin Partners,,,,2013.1861,http://propertymap.sfplanning.org/?search=2013.1861,2013.1861Q,,,,,67,9,58,13%,0,1,3,5,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,37.78805629,-122.4232531,"(37.7880562916541, -122.423253072618)"
2013-011,(5) First Construction Document Issued,1490 Ocean ,1490,Ocean,Ave,94112,"1490 OCEAN AV, SAN FRANCISCO, CA 94112",3197010,7,West of Twin Peaks,West of Twin Peaks,MOHCD,Inclusionary,,New Construction,Unknown,,3/19/15,7/23/15,7/23/15 0:00,1/13/17,,,,2.0081E+11,2008.0538,http://propertymap.sfplanning.org/?search=2008.0538,"2008.0538C,2008.0538E,2008.0538K",6/6/13,Fee Payment ,2013-J707683,7/18/13,13,0,13,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.724533,-122.457882,"(37.7245329992755, -122.4578819653)"
2013-012,(6) Complete,450 Hayes,450,Hayes,St,94102,"4500 HAYES ST, SAN FRANCISCO, CA 94102",808039,5,Western Addition,Hayes Valley,MOHCD,Inclusionary,,New Construction,Ownership,,,12/15/14,12/15/14 0:00,6/7/16,,,,2.01306E+11,2012.0081,http://propertymap.sfplanning.org/?search=2012.0081,"2012.0081C,2012.0081E,2012.0081E_3,2012.0081PPA,2012.0081U,2012.0081V",7/11/13,On-site BMR Project ,,,24,5,19,21%,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,37.77703611,-122.4238794,"(37.7770361107434, -122.423879374441)"
2013-013,(6) Complete,468 Clementina,468,Clementina,St,94103,"465 TEHAMA ST, SAN FRANCISCO, CA 94103",3732232,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Unknown,,,3/20/14,3/20/14 0:00,7/20/16,,,,"200507208136, 200507208144, 200507208146",2005.0424,http://propertymap.sfplanning.org/?search=2005.0424,"2005.0424E,2005.0424K,2005.0424Q,2005.0424S,2005.0424V",7/26/13,Fee Payment ,2013-J764508,9/30/13,13,0,13,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77977322,-122.4055863,"(37.7797732166602, -122.405586337117)"
2013-014,(4) Site Work Permit Issued,1601 Mariposa,1601,Mariposa,St,94107,"395 WISCONSIN ST, SAN FRANCISCO, CA",4005001B,10,Potrero Hill,Potrero Hill,MOHCD,Bonds Only,,New Construction,Rental,2/1/17,9/12/16,,2/1/17 0:00,5/1/19,Related California,,"Related/Mariposa Development Co, LLC","201603010904, 201603031058, 201603141952, 201603141955, 201603141956",2012.1398,http://propertymap.sfplanning.org/?search=2012.1398,"2012.1398CND,2012.1398E,2012.1398E_3,2012.1398E_5,2012.1398K,2012.1398PPA,2012.1398U,2012.1398X",,,,,316,64,252,20%,0,15,23,24,2,0,0,0,0,,64,0,0,0,0,0,0,64,0,0,0,0,0,0,0,37.76301133,-122.3994863,"(37.7630113314339, -122.399486333468)"
2013-015,(6) Complete,480 Potrero,480,Potrero,Ave,94110,"480 POTRERO AV, SAN FRANCISCO, CA 94110",3973002C,10,Mission,Mission,MOHCD,Inclusionary,,New Construction,Rental,,,8/1/14,8/1/14 0:00,1/23/16,Sia Consulting Corp,,,,2011.043,http://propertymap.sfplanning.org/?search=2011.0430,"13-109,13-111,14-025,2011.0430E,2011.0430E_11,2011.0430E_13,2011.0430E_14,2011.0430E_3,2011.0430E_5,2011.0430E_6,2011.0430E_8,2011.0430E_9,2011.0430K,2011.0430PPA,2011.0430Q,2011.0430U,2011.0430X",8/8/13,On-site BMR Project ,,,75,11,64,15%,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,37.76347766,-122.4076714,"(37.7634776603246, -122.407671364621)"
2013-016,(4) Site Work Permit Issued,2290 3rd ,2290,3rd,St,94107,"2290 03RD ST, SAN FRANCISCO, CA 94107",4059009,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Ownership,,7/29/16,,8/7/18 0:00,8/6/20,"2290 Dogpatch, LLC",,,,2005.0408,http://propertymap.sfplanning.org/?search=2005.0408,"2005.0408E,2005.0408E_3,2005.0408K,2005.0408X",8/8/13,Fee Payment ,2014-J962133,10/16/14,71,0,71,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76079825,-122.388902,"(37.7607982495278, -122.388901957888)"
2013-017,(6) Complete,72 Townsend,72,Townsend,St,94107,Not Applicable,3789A001-074 (74 lots),6,South of Market,Financial District/South Beach,OCII,Inclusionary-OCII,,New Construction,Ownership,,12/6/12,8/29/13,8/29/13 0:00,12/8/16,Simeon,,,2.00705E+11,Not Applicable,,,,,67-1454987-00,,74,7,67,9%,0,0,3,4,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,37.78138809,-122.3903526,"(37.7813880901062, -122.390352595138)"
2013-018,(6) Complete,1001 17th  (aka 140 Pennsylvania),1001,17th,St,94107,"1001 17TH ST, SAN FRANCISCO, CA 94107",051077-3987 (27 lots),10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Ownership,,8/6/14,9/25/14,9/25/14 0:00,2/1/16,1001 17th St Assocs LLC,,,"200408040564 , 200408040566 ",2011.0187,http://propertymap.sfplanning.org/?search=2011.0187,"2011.0187CND,2011.0187E,2011.0187K,2011.0187SUB,2011.0187X",9/26/13,On-site BMR Project ,2014-J873038,5/2/14,37,5,32,14%,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,37.76495546,-122.3941247,"(37.7649554618789, -122.394124717136)"
2013-019,(5) First Construction Document Issued,430 Turk,430,Turk,St,94102,430 TURK ST 94102,030032-0336 (3 lots),6,Downtown/Civic Center,Tenderloin,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,11/9/16,Tenderloin Neighborhood Development Corporation,,"430 Turk Associates, LP",2.01504E+11,2015-005175PRJ,http://propertymap.sfplanning.org/?search=2015-005175PRJ, ,,,,,89,88,1,99%,0,69,19,0,0,0,0,5,1,2bd,0,88,0,0,0,0,0,88,0,0,0,0,0,0,0,37.78275954,-122.4165725,"(37.7827595439176, -122.416572513853)"
2013-020,(5) First Construction Document Issued,939 Eddy,939,Eddy,St,94102,939 EDDY ST 94102,744013,5,Downtown/Civic Center,Western Addition,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,12/7/16,Tenderloin Neighborhood Development Corporation,,"939 & 951 Eddy Associates, LP",2.01503E+11,2015-003941PRJ,http://propertymap.sfplanning.org/?search=2015-003941PRJ, ,,,,,36,36,0,100%,0,36,0,0,0,0,0,2,0,,0,36,0,0,0,0,0,36,0,0,0,0,0,0,0,37.78231591,-122.4231119,"(37.7823159096747, -122.423111858354)"
2013-021,(5) First Construction Document Issued,951 Eddy,951,Eddy,St,94102,951 EDDY ST 94102,744012,5,Downtown/Civic Center,Western Addition,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,12/7/16,Tenderloin Neighborhood Development Corporation,,"939 & 951 Eddy Associates, LP",2.01503E+11,2015-003940PRJ,http://propertymap.sfplanning.org/?search=2015-003940PRJ, ,,,,,26,25,1,96%,0,0,1,21,3,0,0,2,1,2bd,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,37.78228599,-122.4233467,"(37.7822859904763, -122.423346748038)"
2013-022,(5) First Construction Document Issued,255 Woodside,255,Woodside,Ave,94131,255 WOODSIDE AVE 94131,2842008,7,Twin Peaks,Twin Peaks,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,4/5/17,BRIDGE Housing Corporation,Mission Economic Development Agency,"255 Woodside Housing Associates, LP",2.01503E+11,2015-003810PRJ,http://propertymap.sfplanning.org/?search=2015-003810PRJ, ,,,,,109,108,1,99%,0,87,21,0,0,0,0,6,1,1bd,0,108,0,0,0,0,0,108,0,0,0,0,0,0,0,37.74658239,-122.4552329,"(37.7465823866807, -122.455232850595)"
2013-023,(5) First Construction Document Issued,1880 Pine ,1880,Pine,St,94109,1880 PINE ST 94109,649024,2,Western Addition,Pacific Heights,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,7/6/17,Mercy Housing California,John Stewart Company,"1880 Pine Street, LP",2.01503E+11,2015-004135PRJ,http://propertymap.sfplanning.org/?search=2015-004135PRJ, ,,,,,113,112,1,99%,0,97,14,1,0,0,0,6,1,1bd,0,112,0,0,0,0,0,112,0,0,0,0,0,0,0,37.78913438,-122.4265818,"(37.7891343815014, -122.426581849074)"
2013-024,(5) First Construction Document Issued,491 31st,491,31st,Ave,94121,491 31ST AVE 94121,1463053,1,Outer Richmond,Outer Richmond,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,2/21/17,John Stewart Company,Japanese American Religious Federation,"491 31st Ave, LP",2.01503E+11,2015-002984PRJ,http://propertymap.sfplanning.org/?search=2015-002984PRJ, ,,,,,75,74,1,99%,0,66,7,1,0,0,0,4,1,1bd,0,74,0,0,0,0,0,74,0,0,0,0,0,0,0,37.78012042,-122.4915141,"(37.7801204192104, -122.491514090935)"
2013-025,(5) First Construction Document Issued,345 Arguello,345,Arguello,Blvd,94118,345 ARGUELLO BLVD 94118,1432049,1,Inner Richmond,Inner Richmond,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,2/24/17,Mercy Housing California,,345 Arguello LP,2.01503E+11,2015-004138PRJ,http://propertymap.sfplanning.org/?search=2015-004138PRJ, ,,,,,69,68,1,99%,0,59,9,0,0,0,0,8,1,2bd,0,68,0,0,0,0,0,68,0,0,0,0,0,0,0,37.78421498,-122.4594665,"(37.7842149840241, -122.459466480273)"
2013-026,(5) First Construction Document Issued,227 Bay,227,Bay,St,94133,227 BAY ST 94133,40018,3,North Beach,North Beach,MOHCD,RAD Phase 1,,Rehabilitation,Rental,11/1/15,,,11/1/15 0:00,5/18/17,Chinatown Community Development Center,,"Bay Street, LP",2.01503E+11,2015-002980PRJ,http://propertymap.sfplanning.org/?search=2015-002980PRJ, ,,,,,50,49,1,98%,0,47,2,0,0,0,0,3,1,Studio,0,49,0,0,0,0,0,49,0,0,0,0,0,0,0,37.80561763,-122.4112958,"(37.805617626158, -122.411295811671)"
